Function,Integral Value,Absolute Error,Relative Error,Minimal Time,Average Time,Corrected Sample Standard Deviation,Threads,Points per Task
1,4545450.0,0.00609579,1.34108e-09,181.0,218.78,41.08468219557152,1,50
